"Name","rivals","attacker","attacker_is_nato","victim","victim_is_nato","3rdpartyinitiator","interactionstartdate","interactionenddate","Year","duration_days","period_2016","method","targettype","cyber_objective","information_operation","objective_achievement","Concession","severity","damage type","Crit Inf","Supply Ch","Ransomware","Sources1","Sources2","Sources3","Sources4","Sources5","Political Objective","Justice","Cert","FBI"
"Sea Dragon","China-US","China","No","United States of America","Yes","No",2018-01-01,2018-03-01,2018,59,"After July 2016","Network Intrusion (Trojans, Backdoors)","Government military","Long-term espionage","No","Yes","No",4,"Direct and delayed","Government Facilities Sector","Yes","No","https://www.washingtonpost.com/world/national-security/china-hacked-a-navy-contractor-and-secured-a-trove-of-highly-sensitive-data-on-submarine-warfare/2018/06/08/6cc396fa-68e6-11e8-bea7-c8eb28bc52b1_story.html","https://www.thenewportbuzz.com/chinese-hackers-stole-a-boatload-of-submarine-warfare-secrets-from-newport-based-navy-contractor/16009#:~:text=China%20infiltrated%20a%20contractor%20affiliated,officials%20told%20The%20Washington%20Post","https://www.nytimes.com/2018/06/08/us/politics/china-hack-navy-contractor-.html",NA,NA,"China attacked a subconractor for the Naval Undersea Warfare Center",NA,NA,NA
"China 2FA Bypass","China-US","China","No","United States of America","Yes","No",2018-01-01,2019-12-19,2018,717,"After July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Long-term espionage","No","Yes","No",4,"Indirect and delayed","Communications Sector","Yes","No","https://www.fox-it.com/en/news/whitepapers/operation-wocao-shining-a-light-on-one-of-chinas-hidden-hacking-groups/","https://www.zdnet.com/article/chinese-hacker-group-caught-bypassing-2fa/",NA,NA,NA,"A Chinese state-sponsored operation attacked government entities and managed service providers by bypassing the two-factor authentication used by their targets.",NA,NA,NA
"Failed Exams- Lookback","China-US","China","No","United States of America","Yes","No",2019-07-19,2019-07-25,2019,6,"After July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Disruption","No","Yes","No",3,"Direct and immediate","Energy Sector","Yes","No","https://www.proofpoint.com/us/threat-insight/post/lookback-malware-targets-united-states-utilities-sector-phishing-attacks","https://www.forbes.com/sites/zakdoffman/2019/08/03/chinese-state-hackers-suspected-of-malicious-cyber-attack-on-u-s-utilities/?sh=17af774a6758",NA,NA,NA,"State-sponsored Chinese hackers conducted a spear-phishing campaign against employees of three major U.S. utility companies ",NA,NA,NA
"Wicked Spider Telecom Hack","China-US","China","No","United States of America","Yes","No",2019-09-15,2020-09-11,2019,362,"After July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Long-term espionage","No","Yes","No",3,"Indirect and delayed","Communications Sector","No","No","https://www.cyberscoop.com/apt41-fireeye-china/","https://www.reuters.com/article/us-china-cyber-moonlighters/chinese-government-hackers-suspected-of-moonlighting-for-profit-idUSKCN1UX1JE",NA,NA,NA,"“In August 2019 and August 2020, a federal grand jury in Washington, D.C., returned two separate indictments charging five computer hackers, all of whom were residents and nationals of the People’s Republic of China (PRC), with computer intrusions affecting over 100 victim companies in the United States and abroad, including software development companies, computer hardware manufacturers, telecommunications providers, social media companies, video game companies, non-profit organizations, universities, think tanks, and foreign governments, as well as pro-democracy politicians and activists in Hong Kong….facilitated the theft of source code, software code signing certificates, customer account data, and valuable business information.  These intrusions also facilitated the defendants’ other criminal schemes, including ransomware and “crypto-jacking” schemes, the latter of which refers to the group’s unauthorized use of victim computers to “mine” cryptocurrency”","https://www.justice.gov/opa/pr/seven-international-cyber-defendants-including-apt41-actors-charged-connection-computer;",NA,"https://www.fbi.gov/wanted/cyber/apt-41-group;"
"Chinese Moonlighting","China-US","China","No","United States of America","Yes","No",2019-09-15,2020-09-11,2019,362,"After July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Disruption","No","Yes","No",3,"Indirect and delayed","Communications Sector","Yes","Yes","https://www.cyberscoop.com/apt41-fireeye-china/","https://www.reuters.com/article/us-china-cyber-moonlighters/chinese-government-hackers-suspected-of-moonlighting-for-profit-idUSKCN1UX1JE",NA,NA,NA,"“In August 2019 and August 2020, a federal grand jury in Washington, D.C., returned two separate indictments charging five computer hackers, all of whom were residents and nationals of the People’s Republic of China (PRC), with computer intrusions affecting over 100 victim companies in the United States and abroad, including software development companies, computer hardware manufacturers, telecommunications providers, social media companies, video game companies, non-profit organizations, universities, think tanks, and foreign governments, as well as pro-democracy politicians and activists in Hong Kong….facilitated the theft of source code, software code signing certificates, customer account data, and valuable business information.  These intrusions also facilitated the defendants’ other criminal schemes, including ransomware and “crypto-jacking” schemes, the latter of which refers to the group’s unauthorized use of victim computers to “mine” cryptocurrency”","https://www.justice.gov/opa/pr/seven-international-cyber-defendants-including-apt41-actors-charged-connection-computer",NA,"https://www.fbi.gov/wanted/cyber/apt-41-group"
"Chinese Multiple Exploit","China-US","China","No","United States of America","Yes","No",2020-01-20,2020-03-11,2020,51,"After July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Long-term espionage","No","No","No",4,"Direct and delayed","Information Technology Sector","Yes","No","https://www.fireeye.com/blog/threat-research/2020/03/apt41-initiates-global-intrusion-campaign-using-multiple-exploits.html","https://www.hhs.gov/sites/default/files/apt41-citrix-and-zoho-attacks-on-healthcare.pdf",NA,NA,NA,"APT41 attempts to breach UStech sector",NA,NA,NA
"BioTech Firm Attacks","China-US","China","No","United States of America","Yes","No",2020-01-27,2020-05-10,2020,104,"After July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Short-term espionage","No","Yes","No",3,"Direct and delayed","Healthcare and Public Health Sector","No","No","https://www.nytimes.com/2020/05/10/us/politics/coronavirus-china-cyber-hacking.html","https://www.reuters.com/article/us-health-coronavirus-moderna-cyber-excl/exclusive-china-backed-hackers-targeted-covid-19-vaccine-firm-moderna-idUSKCN24V38M","https://www.bbc.com/news/world-us-canada-52656656",NA,NA,"China accused by US officals of trying to steal research on COVID-19 vaccines.","https://www.justice.gov/opa/pr/two-chinese-hackers-working-ministry-state-security-charged-global-computer-intrusion",NA,NA
"Cybersecurity Spoof","China-US","China","No","United States of America","Yes","No",2020-03-01,2020-09-30,2020,213,"After July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Long-term espionage","No","No","No",3,"Direct and immediate","Government Facilities Sector","No","No","https://www.pcmag.com/news/google-chinese-hackers-are-posing-as-mcafee-antivirus-to-phish-victims","https://blogs.microsoft.com/on-the-issues/2020/09/10/cyberattacks-us-elections-trump-biden/","https://malpedia.caad.fkie.fraunhofer.de/actor/apt31","https://www.cybersecurity-insiders.com/google-identifies-mcafee-malware-spread-on-biden-supporters-via-china/",NA,"Attempt to breach US political campaign posing as cybersecurity company",NA,NA,NA
"Posing Security","China-US","China","No","United States of America","Yes","No",2020-03-01,2020-09-30,2020,213,"After July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Long-term espionage","No","No","No",3,"Direct and immediate","Information Technology Sector","Yes","No","https://www.pcmag.com/news/google-chinese-hackers-are-posing-as-mcafee-antivirus-to-phish-victims","https://blogs.microsoft.com/on-the-issues/2020/09/10/cyberattacks-us-elections-trump-biden/","https://malpedia.caad.fkie.fraunhofer.de/actor/apt32","https://www.cybersecurity-insiders.com/google-identifies-mcafee-malware-spread-on-biden-supporters-via-china/",NA,"Attempt to breach  international companies posing as cybersecurity company",NA,NA,NA
"Exchange Hack Webshell","China-US","China","No","United States of America","Yes","No",2021-01-05,2021-03-02,2021,56,"After July 2016","Network Infiltration (Keystroke logging)","Private/non-state","Long-term espionage","No","Yes","No",4,"Direct and immediate","Information Technology Sector","Yes","No","https://blogs.microsoft.com/on-the-issues/2021/03/02/new-nation-state-cyberattacks/","https://www.zdnet.com/article/everything-you-need-to-know-about-microsoft-exchange-server-hack/","https://krebsonsecurity.com/2021/03/at-least-30000-u-s-organizations-newly-hacked-via-holes-in-microsofts-email-software/","https://www.csoonline.com/article/3616699/the-microsoft-exchange-server-hack-a-timeline.html",NA,"Microsoft Exchange Server Hack",NA,NA,NA
"Fourth of July_A","N Korea-US","North Korea","No","United States of America","Yes","No",2009-07-04,2009-07-07,2009,3,"Before July 2016","DDoS, Botnets","Government non-military","Disruption","No","Yes","No",2,"Direct and immediate","Commercial Facilities Sector","No","No","https://www.csmonitor.com/Technology/Horizons/2009/0708/north-korean-hackers-blamed-for-sweeping-cyber-attack-on-us-networks","https://www.nytimes.com/2009/07/09/technology/09cyber.html?mtrref=www.google.com&gwh=446A2A35F5DC5847A2B1F4A3E31B4D00&gwt=pay",NA,NA,NA,"Show of cyber capabilities to commemorate the 15th anniversary of the death of Kim Il Sung, and coincide with the launch of 7 new short range missiles.",NA,NA,NA
"NK Stuxnet","N Korea-US","United States of America","Yes","North Korea","No","No",2010-03-01,2010-04-30,2010,60,"Before July 2016","Network Infiltration (Worms)","Government military","Degrade","No","No","No",5,"Direct and delayed","Nuclear Reactors, Materials, and Waste Sector","Yes","No","https://www.wired.com/2015/05/us-tried-stuxnet-north-koreas-nuclear-program/, https://www.reuters.com/article/us-usa-northkorea-stuxnet-idUSKBN0OE2DM20150529",NA,NA,NA,NA,"Publically available sources claim that Stuxnet style worm attempted to disrupt NK's nuclear progam but ultimately could not reach its target",NA,NA,NA
"March DDoS 1","N Korea-US","North Korea","No","United States of America","Yes","No",2011-03-01,2011-03-04,2011,3,"Before July 2016","DDoS, Botnets","Government non-military","Disruption","Yes","Yes","No",2,"Direct and immediate","Government Facilities Sector","No","No","https://www.bbc.com/news/technology-12646052",NA,NA,NA,NA,"Retaliation for US - S. Korea military training drills conducted around the same time.",NA,NA,NA
"December defacement","N Korea-US","North Korea","No","United States of America","Yes","Yes",2011-12-07,2011-12-07,2011,0,"Before July 2016","Vandalism (website defacements, propaganda)","Government non-military","Disruption","Yes","Yes","No",2,"Direct and immediate","Nuclear Reactors, Materials, and Waste Sector","No","No","https://www.channel4.com/news/officials-pay-respects-to-their-dear-leader","https://www.abc.net.au/news/2011-12-19/north-korean-leader-kim-jong-il-dead/3738526",NA,NA,NA,"Register displeasure at the resumption of US - S. Korea nuclear energy talks on the 5th of December, Kin Jung Il death.",NA,NA,NA
"Sony Hack","N Korea-US","North Korea","No","United States of America","Yes","No",2014-11-24,2014-11-25,2014,1,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Degrade","Yes","Yes","No",4,"Direct and immediate","Commercial Facilities Sector","No","No","https://www.vox.com/2015/1/20/18089084/sony-hack-north-korea","https://www.nytimes.com/2014/12/31/business/media/sony-attack-first-a-nuisance-swiftly-grew-into-a-firestorm-.html",NA,NA,NA,"Sony Pictures, USA is breached and secretive information leaked online by the Guardians of Peace, later attibuted to the NK govt",NA,NA,NA
"US Left of Launch","N Korea-US","United States of America","Yes","North Korea","No","No",2015-11-10,2017-04-24,2015,531,"Before July 2016","Network Infiltration (Worms)","Government military","Degrade","No","Yes","No",6,"Direct and delayed","Information Technology Sector","Yes","No","https://www.defenseone.com/threats/2018/01/left-launch-missile-defense-you-dont-want-have-just-one-solution-threat/145438/, https://www.nytimes.com/2017/03/04/world/asia/left-of-launch-missile-defense.html",NA,NA,NA,NA,"Publically available sources claim that Evidence of US operations bringing down NK missiles when testing",NA,NA,NA
"US power company hacks","N Korea-US","North Korea","No","United States of America","Yes","No",2016-09-05,2016-12-06,2016,92,"After July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Disruption","No","Yes","No",4,"Direct and delayed","Energy Sector","Yes","No","https://www.nbcnews.com/news/north-korea/experts-north-korea-targeted-u-s-electric-power-companies-n808996","https://www.cyberscoop.com/north-korea-ics-hacking-dhs-ics-cert/",NA,NA,NA,"Concurrent with the SK Ministry of Defense breach, NK hacks US power compaines in SK",NA,NA,NA
"Fake Fundraiser","N Korea-US","North Korea","No","United States of America","Yes","No",2017-04-01,2017-04-30,2017,29,"After July 2016","Network Intrusion (Trojans, Backdoors)","Government military","Long-term espionage","No","No","No",3,"Direct and delayed","Defense Industrial Base Sector","No","No","https://www.cyberscoop.com/lazarus-group-north-korea-us-defense-contractors/","https://www.bleepingcomputer.com/news/security/north-korean-cyberspies-target-us-defense-contractors-following-nuclear-threats/","https://unit42.paloaltonetworks.com/unit42-the-blockbuster-sequel/",NA,NA,"DPRKn response to THAAD.",NA,NA,NA
